CRUISE,ORIGINAL,COMPILED,Time,Year,Month,Day,Hour,Minute,Second,Longitude,Latitude,Depth,ID,Variable,Units,405,411,443,455,465,510,520,530,550,555,560,565,570,590,619,625,665,670,683,715,750
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-20T06:26:00Z,2006,01,20,06,26,00,30.01089,-64.00114,10,05_06_V3_BROKEWEST_2006-01-20T06:26:00Z,ap,m-1,0.0076,0.0079,0.0087,0.008,0.0076,0.0043,0.0036,0.0034,0.0024,0.0022,0.0023,0.0021,0.002,0.0018,0.0017,0.0018,0.0025,0.0028,0.0021,0.0004,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-20T06:26:00Z,2006,01,20,06,26,00,30.01089,-64.00114,70,05_06_V3_BROKEWEST_2006-01-20T06:26:00Z,ap,m-1,0.0144,0.0147,0.0165,0.015,0.0146,0.0068,0.0057,0.0046,0.003,0.0026,0.0023,0.0021,0.0021,0.0022,0.0023,0.0023,0.0046,0.0058,0.0038,0.0003,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-21T07:34:00Z,2006,01,21,07,34,00,29.98963,-65.99322,10,05_06_V3_BROKEWEST_2006-01-21T07:34:00Z,ap,m-1,0.0076,0.0071,0.0087,0.0083,0.0075,0.0035,0.0029,0.0023,0.0018,0.0014,0.0013,0.0012,0.0012,0.0011,0.0011,0.0012,0.0021,0.0025,0.0017,0.0002,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-21T07:34:00Z,2006,01,21,07,34,00,29.98963,-65.99322,77,05_06_V3_BROKEWEST_2006-01-21T07:34:00Z,ap,m-1,0.0257,0.0268,0.0315,0.0285,0.0284,0.0135,0.0115,0.0092,0.0057,0.005,0.0045,0.0041,0.0042,0.0049,0.0048,0.005,0.0102,0.0128,0.009,0.0009,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-21T21:13:00Z,2006,01,21,21,13,00,29.98542,-66.99792,10,05_06_V3_BROKEWEST_2006-01-21T21:13:00Z,ap,m-1,0.0116,0.0118,0.0132,0.0123,0.0114,0.0049,0.004,0.0032,0.0023,0.0018,0.0017,0.0015,0.0016,0.0015,0.0015,0.0015,0.0036,0.0045,0.0031,0.0001,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-21T21:13:00Z,2006,01,21,21,13,00,29.98542,-66.99792,20,05_06_V3_BROKEWEST_2006-01-21T21:13:00Z,ap,m-1,0.0158,0.0154,0.017,0.0156,0.015,0.007,0.0058,0.0049,0.0033,0.0028,0.0027,0.0025,0.0024,0.0024,0.0024,0.0023,0.0046,0.0057,0.0042,0.0003,0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-22T04:41:00Z,2006,01,22,04,41,00,29.98243,-67.49868,25,05_06_V3_BROKEWEST_2006-01-22T04:41:00Z,ap,m-1,0.0195,0.0198,0.0205,0.019,0.0177,0.0077,0.0065,0.0051,0.0033,0.0031,0.0027,0.0027,0.0025,0.0026,0.0026,0.0026,0.0056,0.007,0.0044,0.0004,-0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-23T02:05:00Z,2006,01,23,02,05,00,30.01326,-68.68751,10,05_06_V3_BROKEWEST_2006-01-23T02:05:00Z,ap,m-1,0.0303,0.0311,0.034,0.0324,0.0305,0.0119,0.01,0.0079,0.0056,0.0053,0.0047,0.0042,0.0041,0.0044,0.0043,0.0045,0.0099,0.0124,0.0083,0.0007,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-23T02:05:00Z,2006,01,23,02,05,00,30.01326,-68.68751,30,05_06_V3_BROKEWEST_2006-01-23T02:05:00Z,ap,m-1,0.0389,0.0404,0.0431,0.0405,0.04,0.0175,0.0151,0.012,0.0074,0.0069,0.0061,0.0057,0.0058,0.0074,0.0066,0.0067,0.0143,0.0183,0.0139,0.0007,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-23T10:33:00Z,2006,01,23,10,33,00,29.99578,-68.92784,10,05_06_V3_BROKEWEST_2006-01-23T10:33:00Z,ap,m-1,0.0316,0.0318,0.0332,0.0314,0.0297,0.0119,0.0101,0.0082,0.0056,0.0051,0.0046,0.0042,0.0041,0.0046,0.0045,0.0046,0.0106,0.0132,0.0089,0.0006,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-23T10:33:00Z,2006,01,23,10,33,00,29.99578,-68.92784,35,05_06_V3_BROKEWEST_2006-01-23T10:33:00Z,ap,m-1,0.0474,0.0474,0.0504,0.048,0.0468,0.0203,0.0176,0.0146,0.0094,0.009,0.008,0.0074,0.0073,0.0086,0.0079,0.0082,0.0175,0.0218,0.0152,0.0008,-0.0003
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-23T13:34:00Z,2006,01,23,13,34,00,29.94756,-69.01911,10,05_06_V3_BROKEWEST_2006-01-23T13:34:00Z,ap,m-1,0.0243,0.0262,0.0291,0.0277,0.0265,0.0103,0.0085,0.0069,0.0042,0.0038,0.0035,0.0032,0.0032,0.0036,0.0034,0.0037,0.0083,0.0108,0.0076,0.0002,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-23T13:34:00Z,2006,01,23,13,34,00,29.94756,-69.01911,55,05_06_V3_BROKEWEST_2006-01-23T13:34:00Z,ap,m-1,0.0535,0.0545,0.0574,0.0549,0.0548,0.0245,0.0214,0.0181,0.0126,0.012,0.0113,0.0108,0.0111,0.0132,0.0102,0.0108,0.0205,0.0255,0.0199,0.0018,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-23T16:17:00Z,2006,01,23,16,17,00,29.98526,-69.07925,5,05_06_V3_BROKEWEST_2006-01-23T16:17:00Z,ap,m-1,0.0583,0.0595,0.0622,0.0587,0.0574,0.0242,0.0212,0.0178,0.0127,0.0118,0.0109,0.0103,0.0102,0.012,0.0111,0.0117,0.0228,0.028,0.0215,0.0014,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-23T16:17:00Z,2006,01,23,16,17,00,29.98526,-69.07925,20,05_06_V3_BROKEWEST_2006-01-23T16:17:00Z,ap,m-1,0.0469,0.0479,0.0503,0.0478,0.047,0.0203,0.0174,0.0145,0.0098,0.0093,0.0084,0.0082,0.0082,0.0099,0.009,0.0093,0.0184,0.0227,0.0176,0.0012,-0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-28T20:27:00Z,2006,01,28,20,27,00,39.99274,-63.32081,10,05_06_V3_BROKEWEST_2006-01-28T20:27:00Z,ap,m-1,0.0084,0.0082,0.0085,0.0081,0.0079,0.0039,0.0034,0.0029,0.0019,0.0015,0.0016,0.0014,0.0015,0.0014,0.0016,0.0013,0.002,0.0026,0.0018,0.0001,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-28T20:27:00Z,2006,01,28,20,27,00,39.99274,-63.32081,30,05_06_V3_BROKEWEST_2006-01-28T20:27:00Z,ap,m-1,0.0099,0.0098,0.0097,0.0091,0.0087,0.0044,0.004,0.0032,0.0021,0.0021,0.0021,0.0017,0.0018,0.0016,0.0015,0.0014,0.002,0.0024,0.0017,0.0001,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-28T20:27:00Z,2006,01,28,20,27,00,39.99274,-63.32081,60,05_06_V3_BROKEWEST_2006-01-28T20:27:00Z,ap,m-1,0.0159,0.0161,0.0156,0.0142,0.0139,0.0067,0.0058,0.0047,0.0032,0.0028,0.0025,0.0023,0.0022,0.0022,0.0021,0.002,0.0042,0.0055,0.0035,0.0002,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-29T04:48:00Z,2006,01,29,04,48,00,40.02486,-63.99715,10,05_06_V3_BROKEWEST_2006-01-29T04:48:00Z,ap,m-1,0.0092,0.0091,0.0097,0.009,0.0087,0.0045,0.004,0.0032,0.0023,0.0023,0.0019,0.0018,0.0019,0.0016,0.0017,0.0016,0.0022,0.0027,0.0018,0.0001,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-29T04:48:00Z,2006,01,29,04,48,00,40.02486,-63.99715,84,05_06_V3_BROKEWEST_2006-01-29T04:48:00Z,ap,m-1,0.0177,0.0185,0.0201,0.0185,0.018,0.0096,0.0083,0.007,0.0048,0.0043,0.0037,0.0035,0.0033,0.0033,0.0034,0.003,0.0057,0.0073,0.0051,0.0003,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-29T05:34:00Z,2006,01,29,05,34,00,39.99583,-66.00065,10,05_06_V3_BROKEWEST_2006-01-29T05:34:00Z,ap,m-1,0.0104,0.0096,0.01,0.0094,0.009,0.0041,0.0032,0.0028,0.002,0.0017,0.0016,0.0013,0.0015,0.0014,0.0014,0.0013,0.0021,0.0026,0.0014,0,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-29T05:34:00Z,2006,01,29,05,34,00,39.99583,-66.00065,70,05_06_V3_BROKEWEST_2006-01-29T05:34:00Z,ap,m-1,0.0188,0.0195,0.0194,0.0182,0.0177,0.0094,0.008,0.0064,0.0042,0.0037,0.0037,0.0029,0.0032,0.0028,0.0025,0.0025,0.0038,0.0048,0.0035,0.0005,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-30T03:08:00Z,2006,01,30,03,08,00,39.97042,-67.50274,10,05_06_V3_BROKEWEST_2006-01-30T03:08:00Z,ap,m-1,0.0257,0.0266,0.0298,0.0289,0.0272,0.0106,0.0082,0.0067,0.0045,0.0042,0.0037,0.0034,0.0034,0.0034,0.0034,0.0035,0.0073,0.0094,0.0062,0.0002,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-30T03:08:00Z,2006,01,30,03,08,00,39.97042,-67.50274,30,05_06_V3_BROKEWEST_2006-01-30T03:08:00Z,ap,m-1,0.0246,0.025,0.029,0.0272,0.0263,0.0115,0.0096,0.008,0.0052,0.0048,0.0041,0.0036,0.0036,0.0036,0.0037,0.0037,0.0082,0.0109,0.0071,0.0004,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-30T03:08:00Z,2006,01,30,03,08,00,39.97042,-67.50274,60,05_06_V3_BROKEWEST_2006-01-30T03:08:00Z,ap,m-1,0.0192,0.0193,0.0193,0.0179,0.0171,0.009,0.0075,0.0066,0.0042,0.0038,0.0034,0.003,0.0028,0.003,0.0027,0.0028,0.0054,0.0069,0.0043,0,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-30T09:40:00Z,2006,01,30,09,40,00,39.99483,-67.94176,10,05_06_V3_BROKEWEST_2006-01-30T09:40:00Z,ap,m-1,0.0244,0.0258,0.0274,0.0265,0.0251,0.0093,0.0073,0.0059,0.0041,0.0035,0.0031,0.0031,0.0027,0.0029,0.0032,0.003,0.0066,0.0082,0.0057,0.0001,-0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-30T09:40:00Z,2006,01,30,09,40,00,39.99483,-67.94176,40,05_06_V3_BROKEWEST_2006-01-30T09:40:00Z,ap,m-1,0.0352,0.0372,0.0406,0.0384,0.0375,0.0157,0.0133,0.0104,0.0065,0.0058,0.005,0.0049,0.0043,0.0052,0.0049,0.005,0.011,0.0145,0.0102,0.0004,-0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-30T13:19:00Z,2006,01,30,13,19,00,39.99297,-68.05339,10,05_06_V3_BROKEWEST_2006-01-30T13:19:00Z,ap,m-1,0.0227,0.0235,0.0263,0.0267,0.0254,0.01,0.0082,0.0062,0.0045,0.0041,0.0033,0.0031,0.0029,0.0029,0.003,0.003,0.0059,0.0074,0.005,0.0004,-0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-30T13:19:00Z,2006,01,30,13,19,00,39.99297,-68.05339,35,05_06_V3_BROKEWEST_2006-01-30T13:19:00Z,ap,m-1,0.0273,0.0283,0.0314,0.0305,0.0287,0.0115,0.0096,0.0076,0.005,0.0045,0.0038,0.0036,0.0032,0.0035,0.0036,0.0035,0.008,0.0103,0.0069,0.0002,-0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-30T16:38:00Z,2006,01,30,16,38,00,40.00068,-68.13659,10,05_06_V3_BROKEWEST_2006-01-30T16:38:00Z,ap,m-1,0.0248,0.0255,0.0282,0.0278,0.0261,0.0097,0.0078,0.0063,0.0044,0.0038,0.0035,0.0032,0.0028,0.003,0.0032,0.0031,0.0066,0.0085,0.0056,0.0002,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-30T16:38:00Z,2006,01,30,16,38,00,40.00068,-68.13659,40,05_06_V3_BROKEWEST_2006-01-30T16:38:00Z,ap,m-1,0.0319,0.033,0.037,0.0359,0.034,0.0144,0.0124,0.0103,0.0067,0.0059,0.0052,0.0047,0.0043,0.0046,0.0046,0.0045,0.0101,0.0131,0.0083,0.0004,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-30T19:14:00Z,2006,01,30,19,14,00,39.99302,-68.14713,10,05_06_V3_BROKEWEST_2006-01-30T19:14:00Z,ap,m-1,0.0286,0.0296,0.0328,0.0317,0.0306,0.013,0.0109,0.0092,0.006,0.0054,0.0047,0.0041,0.004,0.0043,0.0042,0.0041,0.0089,0.012,0.0076,0.0005,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-30T19:14:00Z,2006,01,30,19,14,00,39.99302,-68.14713,40,05_06_V3_BROKEWEST_2006-01-30T19:14:00Z,ap,m-1,0.0228,0.0238,0.0259,0.0259,0.0237,0.0089,0.007,0.0056,0.0041,0.0037,0.0034,0.003,0.0029,0.0028,0.0029,0.0029,0.0058,0.0075,0.0053,0.0002,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-30T21:56:00Z,2006,01,30,21,56,00,40.00556,-68.19465,10,05_06_V3_BROKEWEST_2006-01-30T21:56:00Z,ap,m-1,0.0164,0.0168,0.0187,0.0178,0.0167,0.0072,0.006,0.0047,0.0032,0.0029,0.0026,0.0022,0.0022,0.0022,0.0023,0.0022,0.0046,0.0059,0.0045,0.0002,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-30T21:56:00Z,2006,01,30,21,56,00,40.00556,-68.19465,30,05_06_V3_BROKEWEST_2006-01-30T21:56:00Z,ap,m-1,0.0232,0.024,0.0261,0.0253,0.0241,0.0111,0.0094,0.0079,0.0055,0.0049,0.0044,0.0035,0.0037,0.0038,0.0035,0.0035,0.0072,0.0093,0.0065,0.0003,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-03T01:42:00Z,2006,02,03,01,42,00,49.99313,-62.6763,10,05_06_V3_BROKEWEST_2006-02-03T01:42:00Z,ap,m-1,0.0174,0.0177,0.0173,0.0165,0.0152,0.0072,0.0063,0.0051,0.004,0.0034,0.0033,0.0026,0.0025,0.0025,0.0027,0.0024,0.0045,0.0059,0.004,0.0001,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-03T01:42:00Z,2006,02,03,01,42,00,49.99313,-62.6763,70,05_06_V3_BROKEWEST_2006-02-03T01:42:00Z,ap,m-1,0.0235,0.0231,0.0234,0.0215,0.0202,0.0109,0.0092,0.0081,0.0055,0.0048,0.0044,0.0039,0.0039,0.0042,0.0039,0.0038,0.0069,0.0088,0.0055,0.0001,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-03T09:46:00Z,2006,02,03,09,46,00,49.99018,-63.33097,10,05_06_V3_BROKEWEST_2006-02-03T09:46:00Z,ap,m-1,0.0148,0.0153,0.0156,0.0146,0.0136,0.0062,0.0053,0.0042,0.0026,0.0023,0.0021,0.002,0.0018,0.0019,0.0017,0.0019,0.0039,0.0052,0.0033,0.0002,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-03T09:46:00Z,2006,02,03,09,46,00,49.99018,-63.33097,60,05_06_V3_BROKEWEST_2006-02-03T09:46:00Z,ap,m-1,0.0254,0.0259,0.026,0.0239,0.0228,0.0114,0.0101,0.0083,0.0051,0.0046,0.004,0.0038,0.0034,0.0039,0.0036,0.0036,0.0082,0.0108,0.0062,0.0004,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-04T11:49:00Z,2006,02,04,11,49,00,49.98648,-64.99979,10,05_06_V3_BROKEWEST_2006-02-04T11:49:00Z,ap,m-1,0.0121,0.0126,0.0131,0.0122,0.0111,0.0051,0.0042,0.0033,0.002,0.0019,0.0017,0.0016,0.0015,0.0016,0.0016,0.0016,0.0033,0.0045,0.003,0.0001,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-04T11:49:00Z,2006,02,04,11,49,00,49.98648,-64.99979,70,05_06_V3_BROKEWEST_2006-02-04T11:49:00Z,ap,m-1,0.0192,0.0207,0.0224,0.0204,0.02,0.0095,0.0082,0.0066,0.0039,0.0034,0.0031,0.0028,0.0025,0.0032,0.003,0.0029,0.0065,0.0088,0.006,0.0006,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-05T02:57:00Z,2006,02,05,02,57,00,49.97453,-65.87168,10,05_06_V3_BROKEWEST_2006-02-05T02:57:00Z,ap,m-1,0.0173,0.0178,0.0183,0.0168,0.0161,0.0067,0.0056,0.0045,0.003,0.0027,0.0024,0.0023,0.0018,0.0021,0.0022,0.0021,0.0047,0.0065,0.0043,0.0004,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-05T02:57:00Z,2006,02,05,02,57,00,49.97453,-65.87168,70,05_06_V3_BROKEWEST_2006-02-05T02:57:00Z,ap,m-1,0.0271,0.0291,0.0317,0.0289,0.0283,0.0134,0.0118,0.0095,0.0059,0.0053,0.0046,0.0045,0.0041,0.0043,0.004,0.0039,0.009,0.0122,0.0081,0.0007,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-05T06:16:00Z,2006,02,05,06,16,00,49.97016,-66.01136,10,05_06_V3_BROKEWEST_2006-02-05T06:16:00Z,ap,m-1,0.0222,0.0226,0.0245,0.0228,0.0218,0.0093,0.0076,0.0059,0.0038,0.0033,0.0031,0.0027,0.0027,0.0028,0.0031,0.0028,0.0069,0.0087,0.0061,0.0003,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-05T06:16:00Z,2006,02,05,06,16,00,49.97016,-66.01136,60,05_06_V3_BROKEWEST_2006-02-05T06:16:00Z,ap,m-1,0.0258,0.0264,0.0282,0.026,0.0253,0.0122,0.0101,0.008,0.005,0.0045,0.004,0.0035,0.0035,0.004,0.004,0.0039,0.0091,0.0115,0.0083,0.0005,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-05T08:51:00Z,2006,02,05,08,51,00,49.98886,-66.02888,10,05_06_V3_BROKEWEST_2006-02-05T08:51:00Z,ap,m-1,0.0223,0.0224,0.0242,0.0226,0.0214,0.0092,0.0074,0.0058,0.0038,0.0035,0.0031,0.0028,0.0027,0.0029,0.0033,0.0031,0.0068,0.0086,0.006,0.0006,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-05T08:51:00Z,2006,02,05,08,51,00,49.98886,-66.02888,50,05_06_V3_BROKEWEST_2006-02-05T08:51:00Z,ap,m-1,0.0232,0.0232,0.0238,0.0219,0.0213,0.0104,0.0089,0.0073,0.0046,0.0041,0.0037,0.0034,0.0035,0.0036,0.0037,0.0035,0.008,0.0101,0.0072,0.0005,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-05T13:01:00Z,2006,02,05,13,01,00,49.98228,-66.0909,10,05_06_V3_BROKEWEST_2006-02-05T13:01:00Z,ap,m-1,0.0316,0.0319,0.0332,0.0298,0.0279,0.013,0.0106,0.0085,0.0055,0.005,0.0044,0.0039,0.0038,0.0042,0.0044,0.0047,0.0105,0.0134,0.0097,0.0005,-0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-05T13:01:00Z,2006,02,05,13,01,00,49.98228,-66.0909,30,05_06_V3_BROKEWEST_2006-02-05T13:01:00Z,ap,m-1,0.032,0.0326,0.0337,0.0305,0.0287,0.0137,0.0109,0.009,0.0057,0.005,0.0045,0.0042,0.004,0.0044,0.0047,0.0048,0.0112,0.0139,0.0102,0.0005,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-05T13:01:00Z,2006,02,05,13,01,00,49.98228,-66.0909,70,05_06_V3_BROKEWEST_2006-02-05T13:01:00Z,ap,m-1,0.0386,0.0393,0.0404,0.0358,0.0337,0.0178,0.015,0.0126,0.008,0.0074,0.0064,0.0058,0.0058,0.0067,0.0071,0.0074,0.0164,0.0202,0.015,0.0008,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-05T16:01:00Z,2006,02,05,16,01,00,50.15374,-66.33867,10,05_06_V3_BROKEWEST_2006-02-05T16:01:00Z,ap,m-1,0.0634,0.064,0.0594,0.0521,0.0483,0.0243,0.0202,0.0163,0.0112,0.0106,0.0094,0.0091,0.0085,0.0098,0.0103,0.0108,0.0211,0.0256,0.02,0.0014,-0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-05T16:01:00Z,2006,02,05,16,01,00,50.15374,-66.33867,20,05_06_V3_BROKEWEST_2006-02-05T16:01:00Z,ap,m-1,0.0452,0.0464,0.0437,0.0387,0.0352,0.0168,0.0139,0.0112,0.0075,0.0071,0.0062,0.0059,0.0058,0.0069,0.0067,0.0071,0.0144,0.0175,0.0135,0.0008,-0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-05T16:01:00Z,2006,02,05,16,01,00,50.15374,-66.33867,50,05_06_V3_BROKEWEST_2006-02-05T16:01:00Z,ap,m-1,0.0609,0.0621,0.0592,0.0523,0.0477,0.0238,0.0196,0.0162,0.0111,0.0101,0.009,0.0085,0.0084,0.0096,0.0103,0.0106,0.0214,0.0258,0.0202,0.0012,-0.0003
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-08T04:54:00Z,2006,02,08,04,54,00,60.00407,-62.34059,10,05_06_V3_BROKEWEST_2006-02-08T04:54:00Z,ap,m-1,0.0104,0.0107,0.0104,0.0099,0.0089,0.0045,0.0043,0.0035,0.0023,0.0022,0.002,0.002,0.0015,0.0019,0.0015,0.0015,0.0027,0.0034,0.0023,0.0003,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-02-08T04:54:00Z,2006,02,08,04,54,00,60.00407,-62.34059,70,05_06_V3_BROKEWEST_2006-02-08T04:54:00Z,ap,m-1,0.0145,0.0145,0.0149,0.0138,0.0126,0.0068,0.0058,0.0051,0.0033,0.0031,0.003,0.0027,0.0025,0.0029,0.0024,0.0023,0.0038,0.0047,0.003,0.0006,0.0003
